SEQUENTIAL
# Username;SIP Proxy;Auth;Destination
7059;172.16.2.99;[authentication username=7059 password=123456];*9196;
7060;172.16.2.99;[authentication username=7060 password=123456];*9196;
7061;172.16.2.99;[authentication username=7061 password=123456];*9196;
7062;172.16.2.99;[authentication username=7062 password=123456];*9196;
7063;172.16.2.99;[authentication username=7063 password=123456];*9196;
7064;172.16.2.99;[authentication username=7064 password=123456];*9196;
7065;172.16.2.99;[authentication username=7065 password=123456];*9196;
7066;172.16.2.99;[authentication username=7066 password=123456];*9196;
7067;172.16.2.99;[authentication username=7067 password=123456];*9196;
7068;172.16.2.99;[authentication username=7068 password=123456];*9196;
7069;172.16.2.99;[authentication username=7069 password=123456];*9196;
7070;172.16.2.99;[authentication username=7070 password=123456];*9196;
7071;172.16.2.99;[authentication username=7071 password=123456];*9196;
7072;172.16.2.99;[authentication username=7072 password=123456];*9196;
7073;172.16.2.99;[authentication username=7073 password=123456];*9196;
7074;172.16.2.99;[authentication username=7074 password=123456];*9196;
7075;172.16.2.99;[authentication username=7075 password=123456];*9196;
7076;172.16.2.99;[authentication username=7076 password=123456];*9196;
7077;172.16.2.99;[authentication username=7077 password=123456];*9196;
7078;172.16.2.99;[authentication username=7078 password=123456];*9196;
7079;172.16.2.99;[authentication username=7079 password=123456];*9196;
7080;172.16.2.99;[authentication username=7080 password=123456];*9196;
7081;172.16.2.99;[authentication username=7081 password=123456];*9196;
7082;172.16.2.99;[authentication username=7082 password=123456];*9196;
7083;172.16.2.99;[authentication username=7083 password=123456];*9196;
7084;172.16.2.99;[authentication username=7084 password=123456];*9196;
7085;172.16.2.99;[authentication username=7085 password=123456];*9196;
7086;172.16.2.99;[authentication username=7086 password=123456];*9196;
7087;172.16.2.99;[authentication username=7087 password=123456];*9196;
7088;172.16.2.99;[authentication username=7088 password=123456];*9196;
7089;172.16.2.99;[authentication username=7089 password=123456];*9196;
7090;172.16.2.99;[authentication username=7090 password=123456];*9196;
7091;172.16.2.99;[authentication username=7091 password=123456];*9196;
7092;172.16.2.99;[authentication username=7092 password=123456];*9196;
7093;172.16.2.99;[authentication username=7093 password=123456];*9196;
7094;172.16.2.99;[authentication username=7094 password=123456];*9196;
7095;172.16.2.99;[authentication username=7095 password=123456];*9196;
7096;172.16.2.99;[authentication username=7096 password=123456];*9196;
7097;172.16.2.99;[authentication username=7097 password=123456];*9196;
7098;172.16.2.99;[authentication username=7098 password=123456];*9196;
7099;172.16.2.99;[authentication username=7099 password=123456];*9196;
7100;172.16.2.99;[authentication username=7100 password=123456];*9196;
