"extension_uuid","domain_uuid","extension","number_alias","password","accountcode","effective_caller_id_name","effective_caller_id_number","outbound_caller_id_name","outbound_caller_id_number","emergency_caller_id_name","emergency_caller_id_number","directory_first_name","directory_last_name","directory_visible","directory_exten_visible","limit_max","limit_destination","missed_call_app","missed_call_data","user_context","toll_allow","call_timeout","call_group","call_screen_enabled","user_record","hold_music","auth_acl","cidr","sip_force_contact","nibble_account","sip_force_expires","mwi_account","sip_bypass_media","unique_id","dial_string","dial_user","dial_domain","do_not_disturb","forward_all_destination","forward_all_enabled","forward_busy_destination","forward_busy_enabled","forward_no_answer_destination","forward_no_answer_enabled","follow_me_uuid","enabled","description","absolute_codec_string","forward_user_not_registered_destination","forward_user_not_registered_enabled"
"071e96fe-7b6f-4414-b83b-6e2555752af0","6629d77e-34d0-4657-9d73-6614bccd1f2d","7020","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"5a01bbaa-9e0a-4d9c-b362-326970416eee","6629d77e-34d0-4657-9d73-6614bccd1f2d","7021","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"d6ecbd14-603c-4813-b783-aca5bceef6c7","6629d77e-34d0-4657-9d73-6614bccd1f2d","7022","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"59389e77-831b-4712-982b-92e1121307ad","6629d77e-34d0-4657-9d73-6614bccd1f2d","7023","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"7b59cb6d-6f87-4a87-a32b-edf92943ca1d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7024","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"b8b644ad-f177-4c12-85bb-fd9157576a1b","6629d77e-34d0-4657-9d73-6614bccd1f2d","7025","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"779c5153-47dd-4421-b12d-a1b85eeb7cb8","6629d77e-34d0-4657-9d73-6614bccd1f2d","7026","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"5d2a3a22-46e4-467e-92f6-80397ba84eaa","6629d77e-34d0-4657-9d73-6614bccd1f2d","7027","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"6b3b677b-f86a-46ae-8b7e-cad3568ded94","6629d77e-34d0-4657-9d73-6614bccd1f2d","7028","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"3cdf94a4-a864-408d-aefe-c76261a88370","6629d77e-34d0-4657-9d73-6614bccd1f2d","7029","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"fb5c6cab-7a40-455d-a666-cf7c7e850117","6629d77e-34d0-4657-9d73-6614bccd1f2d","7030","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"fc437ac7-4d7a-4652-bc3f-151a5cd739a9","6629d77e-34d0-4657-9d73-6614bccd1f2d","7031","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"9966f463-10e6-4ce4-84e4-fb6f13579936","6629d77e-34d0-4657-9d73-6614bccd1f2d","7032","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8a3e3247-d2ab-4d54-8457-d215cb52f2e9","6629d77e-34d0-4657-9d73-6614bccd1f2d","7033","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"73b6dcf5-f200-40d9-b709-e474aa0f623a","6629d77e-34d0-4657-9d73-6614bccd1f2d","7034","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"6ea10327-3fad-43b9-9cba-80073746e793","6629d77e-34d0-4657-9d73-6614bccd1f2d","7035","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"97689a87-4d07-4647-aa94-aba72053cc21","6629d77e-34d0-4657-9d73-6614bccd1f2d","7036","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"74536d6f-0b02-49cb-bff1-360474d036f5","6629d77e-34d0-4657-9d73-6614bccd1f2d","7037","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"0ed7da01-745b-4c7c-8523-83b3e7ac22ba","6629d77e-34d0-4657-9d73-6614bccd1f2d","7038","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"b04bc907-e0cf-4570-89a7-6ba79dcb961c","6629d77e-34d0-4657-9d73-6614bccd1f2d","7039","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"7da70704-f834-4d02-8bc7-354395f8a9f2","6629d77e-34d0-4657-9d73-6614bccd1f2d","7040","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8bde8b1f-cc84-4d62-814b-8858d409a00c","6629d77e-34d0-4657-9d73-6614bccd1f2d","7041","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"83e22908-071f-4d8c-93ab-ce08fbc9f34c","6629d77e-34d0-4657-9d73-6614bccd1f2d","7042","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"11ee4d61-a5b6-4dc1-9c12-aaa5a5665359","6629d77e-34d0-4657-9d73-6614bccd1f2d","7043","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8ebeec68-edf2-40e6-ba49-a21b08d69895","6629d77e-34d0-4657-9d73-6614bccd1f2d","7044","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"76a471b7-780f-4614-bf3e-b7b70405f2c0","6629d77e-34d0-4657-9d73-6614bccd1f2d","7045","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"c78b53fc-b321-4e2b-9626-bd0de9866aa7","6629d77e-34d0-4657-9d73-6614bccd1f2d","7046","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8839162b-bede-46e1-beb3-e2431b03496a","6629d77e-34d0-4657-9d73-6614bccd1f2d","7047","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"196b7e1e-fc48-4d1c-a74b-db68e5af1ad0","6629d77e-34d0-4657-9d73-6614bccd1f2d","7048","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8da1cd29-45a1-4c3b-a21c-efa8da0aab31","6629d77e-34d0-4657-9d73-6614bccd1f2d","7049","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"89473622-07c5-437c-a6a7-c6ea7af28ba7","6629d77e-34d0-4657-9d73-6614bccd1f2d","7050","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8bf11577-92c5-47a2-a25d-7205f147de15","6629d77e-34d0-4657-9d73-6614bccd1f2d","7051","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"a5a3002d-70b9-4746-a836-51bcb64ff02d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7052","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"2fbdb7d9-7c66-4ba9-b0b1-fa838ab1ab51","6629d77e-34d0-4657-9d73-6614bccd1f2d","7053","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"04779f42-3bb8-4513-adae-328a0b149314","6629d77e-34d0-4657-9d73-6614bccd1f2d","7054","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"9a8113a2-9fe8-4513-bf72-8d085c8f6877","6629d77e-34d0-4657-9d73-6614bccd1f2d","7055","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"da6d7b94-3536-4691-92d8-ac536c5fe4ff","6629d77e-34d0-4657-9d73-6614bccd1f2d","7056","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"c2d2c3df-d4e6-45ad-8c69-01fb33813480","6629d77e-34d0-4657-9d73-6614bccd1f2d","7057","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"5add4c82-ccd2-4af8-aab2-ca6b00620a1e","6629d77e-34d0-4657-9d73-6614bccd1f2d","7058","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"b5fd46c6-4f4a-46b0-acc7-59eec01c16e6","6629d77e-34d0-4657-9d73-6614bccd1f2d","7059","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"f80723c2-1651-4ed8-b0af-462c31aac642","6629d77e-34d0-4657-9d73-6614bccd1f2d","7060","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"6e131888-f5b1-4614-a086-09b648e330a0","6629d77e-34d0-4657-9d73-6614bccd1f2d","7061","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"c58cb825-7c48-4afd-a442-63ab462c7a4f","6629d77e-34d0-4657-9d73-6614bccd1f2d","7062","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"f7ec7b27-1526-43b5-8eca-153d2843191a","6629d77e-34d0-4657-9d73-6614bccd1f2d","7063","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"6ce47135-6879-4feb-b97f-40099eaeae7e","6629d77e-34d0-4657-9d73-6614bccd1f2d","7064","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"61d10cf0-ab75-4f1b-955b-c109f93fcc5d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7065","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"550efba3-09e2-4ccd-a881-127c538b1709","6629d77e-34d0-4657-9d73-6614bccd1f2d","7066","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"0d70db51-232a-4cb4-b680-ae1f5a15af0b","6629d77e-34d0-4657-9d73-6614bccd1f2d","7067","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"ee3facce-f154-425f-b323-14930191198b","6629d77e-34d0-4657-9d73-6614bccd1f2d","7068","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"b0741f26-9899-4f44-a6d8-b9d834d7012d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7069","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"9f7ff593-9e53-4f74-a783-69aca681896f","6629d77e-34d0-4657-9d73-6614bccd1f2d","7070","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"8a7408c1-11b9-4aea-b7bb-07ce2c769ee2","6629d77e-34d0-4657-9d73-6614bccd1f2d","7071","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"daaf313b-4dec-49b0-91b1-3b8bdcfdbc34","6629d77e-34d0-4657-9d73-6614bccd1f2d","7072","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"e1a85252-7d90-4576-a901-382d803148c9","6629d77e-34d0-4657-9d73-6614bccd1f2d","7073","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"ee0132db-a9a5-4614-bb4a-af1ead1e32c7","6629d77e-34d0-4657-9d73-6614bccd1f2d","7074","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"61b44516-9961-4f8f-a811-7c39e6a6a097","6629d77e-34d0-4657-9d73-6614bccd1f2d","7075","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"d256a5ea-1794-43f2-a149-368e11b065c5","6629d77e-34d0-4657-9d73-6614bccd1f2d","7076","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"23c3a2cc-a9f8-4830-9572-0665765bbf23","6629d77e-34d0-4657-9d73-6614bccd1f2d","7077","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"849f533a-604f-4a2d-abf3-470006911af8","6629d77e-34d0-4657-9d73-6614bccd1f2d","7078","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"e5cf9c3a-0d73-4ebf-a794-95be7610d52e","6629d77e-34d0-4657-9d73-6614bccd1f2d","7079","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"16c4b661-3e42-4330-bc21-e7d76ac577ef","6629d77e-34d0-4657-9d73-6614bccd1f2d","7080","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"2c2e6733-ca2b-40e6-9bc3-acab1d21dc4d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7081","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"c902bd36-aae8-4998-afbe-dea400f22ace","6629d77e-34d0-4657-9d73-6614bccd1f2d","7082","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"14acf9f9-46b6-412b-9c41-c41b592525de","6629d77e-34d0-4657-9d73-6614bccd1f2d","7083","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"62880677-0f30-446f-a34b-d38a9d8c0755","6629d77e-34d0-4657-9d73-6614bccd1f2d","7084","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"44513d2e-ee0f-479c-8e51-24e832973115","6629d77e-34d0-4657-9d73-6614bccd1f2d","7085","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"ce69587d-8721-4c0d-a45d-cc5064279bec","6629d77e-34d0-4657-9d73-6614bccd1f2d","7086","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"5cfddef9-f38a-402b-833a-d0d19ac81fdc","6629d77e-34d0-4657-9d73-6614bccd1f2d","7087","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"c6b18f6e-3bba-4a79-9607-5738603bd838","6629d77e-34d0-4657-9d73-6614bccd1f2d","7088","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"72f8606f-6f51-4e42-a3d9-accb350f9ddb","6629d77e-34d0-4657-9d73-6614bccd1f2d","7089","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"ce196202-5f23-456c-a301-40d624086909","6629d77e-34d0-4657-9d73-6614bccd1f2d","7090","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"dd362233-1ab6-473b-abd4-2274cf94f505","6629d77e-34d0-4657-9d73-6614bccd1f2d","7091","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"482f87cb-deac-4e47-ad29-7a3dcd815cdd","6629d77e-34d0-4657-9d73-6614bccd1f2d","7092","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"a49efb0d-af65-4652-ad32-e5e0d1813c93","6629d77e-34d0-4657-9d73-6614bccd1f2d","7093","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"6faea8ab-052f-4705-8ded-c5cf716c217d","6629d77e-34d0-4657-9d73-6614bccd1f2d","7094","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"434fb1c6-197e-47fa-beab-e6266b417698","6629d77e-34d0-4657-9d73-6614bccd1f2d","7095","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"9f6c4bed-0f2e-441c-b300-0c39d4001533","6629d77e-34d0-4657-9d73-6614bccd1f2d","7096","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"36830bbf-6fe2-4bbd-b936-1f4fabeaf0e6","6629d77e-34d0-4657-9d73-6614bccd1f2d","7097","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"d1b1ceb1-b884-43e4-a580-68bbc6424f57","6629d77e-34d0-4657-9d73-6614bccd1f2d","7098","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"a17bd95a-e1e8-442e-8754-9c4daf28f42e","6629d77e-34d0-4657-9d73-6614bccd1f2d","7099","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
"37abdb8a-38a8-43f2-8e36-b87a3b726893","6629d77e-34d0-4657-9d73-6614bccd1f2d","7100","","123456","172.16.2.99","","","","","","","","","true","true","5","!USER_BUSY","","","172.16.2.99","","30","","false","","","","","","","","","","","","","","","","","","","","","","true","SIPp test","","",""
